,barcodes,ms_leiden_2.5,AIFI_L1,AIFI_L2,AIFI_L3
41653,c1eb89f823dc11ec9545a2e3447e117e,13,B cell ,Memory B cell,Early memory B cell
41654,c1ec3baa23dc11ec9545a2e3447e117e,9,B cell ,Memory B cell,Core memory B cell
41655,c1ec65da23dc11ec9545a2e3447e117e,12,B cell ,Memory B cell,CD95 memory B cell
41656,c1ed0fb223dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41657,c1ed2b3223dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41658,c1edc8ee23dc11ec9545a2e3447e117e,10,B cell ,Memory B cell,Core memory B cell
41659,c1ee34dc23dc11ec9545a2e3447e117e,12,B cell ,Memory B cell,CD95 memory B cell
41660,c1ef3d3c23dc11ec9545a2e3447e117e,2,B cell ,Memory B cell,Core memory B cell
41661,c1f031f623dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Early memory B cell
41662,c1f14bea23dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41663,c1f1993823dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41664,c1f1ba7623dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41665,c1f222fe23dc11ec9545a2e3447e117e,2,B cell ,Memory B cell,Core memory B cell
41666,c1f30c5a23dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41667,c1f3b7b823dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41668,c1f4e0de23dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41669,c1f4ffe223dc11ec9545a2e3447e117e,12,B cell ,Memory B cell,CD95 memory B cell
41670,c1f5439e23dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41671,c1f57c6a23dc11ec9545a2e3447e117e,6,B cell ,Memory B cell,Core memory B cell
41672,c1f6255223dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41673,c1f6469023dc11ec9545a2e3447e117e,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41674,c1f6c20a23dc11ec9545a2e3447e117e,6,B cell ,Memory B cell,Core memory B cell
41675,c1f748b023dc11ec9545a2e3447e117e,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41676,c1f775ba23dc11ec9545a2e3447e117e,5,B cell ,Memory B cell,Core memory B cell
41677,c1f86fe223dc11ec9545a2e3447e117e,2,B cell ,Memory B cell,Core memory B cell
41678,c1f8adc223dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41679,c1f8fa0c23dc11ec9545a2e3447e117e,0,B cell ,Memory B cell,Core memory B cell
41680,c1f935a823dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41681,c1f9b49223dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41682,c1f9cee623dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41683,c1fa251223dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41684,c1fa842623dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41685,c1fac0c623dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41686,c1fbbf3023dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41687,c1fc524c23dc11ec9545a2e3447e117e,6,B cell ,Memory B cell,Core memory B cell
41688,c1fc8a6423dc11ec9545a2e3447e117e,7,B cell ,Effector B cell,CD27+ effector B cell
41689,c1fcc4ca23dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41690,c1fd16a023dc11ec9545a2e3447e117e,5,B cell ,Memory B cell,Core memory B cell
41691,c1fd71ea23dc11ec9545a2e3447e117e,9,B cell ,Memory B cell,Early memory B cell
41692,c1fd9a9e23dc11ec9545a2e3447e117e,7,B cell ,Memory B cell,Core memory B cell
41693,c1fe6b2223dc11ec9545a2e3447e117e,1,B cell ,Memory B cell,Core memory B cell
41694,c1fed89623dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41695,c1fef1b423dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41696,c1ff4e9823dc11ec9545a2e3447e117e,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41697,c1ff5b2c23dc11ec9545a2e3447e117e,4,B cell ,Memory B cell,Core memory B cell
41698,8eb56cf023de11ec82e796d30ec08b20,9,B cell ,Memory B cell,Early memory B cell
41699,8eb5995023de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41700,8eb5d0a023de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41701,8eb68fcc23de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41702,8eb6bfba23de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41703,8eb71c1223de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41704,8eb7497623de11ec82e796d30ec08b20,0,B cell ,Memory B cell,Core memory B cell
41705,8eb76b3623de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41706,8eb7813423de11ec82e796d30ec08b20,16,B cell ,Memory B cell,Core memory B cell
41707,8eb8137e23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Early memory B cell
41708,8eb820b223de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41709,8eb89fc423de11ec82e796d30ec08b20,9,B cell ,Memory B cell,Core memory B cell
41710,8eb8f42423de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41711,8eb955c223de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41712,8eb9ae1e23de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41713,8eb9d3b223de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41714,8eb9f34c23de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41715,8eba80f023de11ec82e796d30ec08b20,12,B cell ,Memory B cell,CD95 memory B cell
41716,8eba8c8a23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Early memory B cell
41717,8ebab52023de11ec82e796d30ec08b20,0,B cell ,Memory B cell,Core memory B cell
41718,8ebad6cc23de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Type 2 polarized memory B cell
41719,8ebafe2223de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41720,8ebb284823de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41721,8ebd454c23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41722,8ebd5d2023de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41723,8ebd7daa23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41724,8ebd974a23de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41725,8ebe107623de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41726,8ebe835823de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41727,8ebed13223de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41728,8ebfc74a23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41729,8ebfc90c23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41730,8ebfda4623de11ec82e796d30ec08b20,1,B cell ,Effector B cell,CD27+ effector B cell
41731,8ec03a1823de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41732,8ec0402623de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41733,8ec0f05223de11ec82e796d30ec08b20,12,B cell ,Memory B cell,CD95 memory B cell
41734,8ec140de23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41735,8ec154f223de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41736,8ec1c3ec23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41737,8ec25a9623de11ec82e796d30ec08b20,8,B cell ,Memory B cell,Core memory B cell
41738,8ec2608623de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41739,8ec2772423de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41740,8ec30a7c23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Early memory B cell
41741,8ec373fe23de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41742,8ec5518823de11ec82e796d30ec08b20,0,B cell ,Memory B cell,Core memory B cell
41743,8ec58cb623de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41744,8ec5d7c023de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41745,8ec627a223de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41746,8ec6427823de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41747,8ec6d4ae23de11ec82e796d30ec08b20,15,B cell ,Memory B cell,Activated memory B cell
41748,8ec883c623de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41749,8ec8d1c823de11ec82e796d30ec08b20,0,B cell ,Memory B cell,Early memory B cell
41750,8ec949aa23de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41751,8ec964d023de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41752,8eca2d4823de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41753,8eca571e23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41754,8eca96fc23de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41755,8ecc689223de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41756,8ecd813223de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41757,8ecd82fe23de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41758,8ece319023de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41759,8ece9e5a23de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41760,8ecec31223de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41761,8ecfc69a23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41762,8ed0373823de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41763,8ed04dd623de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41764,8ed1886823de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41765,8ed308f023de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41766,8ed3297a23de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41767,8ed394e623de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41768,8ed4102423de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41769,8ed4cf6423de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41770,8ed4f73c23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41771,8ed80cd823de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41772,8ed91c3623de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41773,8ed9580423de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41774,8ed9a03e23de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41775,8ed9d3ce23de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41776,8eda49e423de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41777,8edb10e023de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41778,8edb385e23de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41779,8edb3ab623de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41780,8edb3dea23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41781,8edb6ea023de11ec82e796d30ec08b20,12,B cell ,Plasma cell,Plasma cell
41782,8edcdb3223de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41783,8edce3a223de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41784,8eddf5ee23de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41785,8edea07a23de11ec82e796d30ec08b20,6,B cell ,Effector B cell,CD27+ effector B cell
41786,8edea7fa23de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41787,8edec1f423de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41788,8edfc9b423de11ec82e796d30ec08b20,9,B cell ,Memory B cell,Core memory B cell
41789,8edff90c23de11ec82e796d30ec08b20,0,B cell ,Memory B cell,Core memory B cell
41790,8ee02fb223de11ec82e796d30ec08b20,2,B cell ,Memory B cell,Core memory B cell
41791,8ee0bd2423de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41792,8ee0f47e23de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41793,8ee199b023de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41794,8ee1b35023de11ec82e796d30ec08b20,10,B cell ,Naive B cell,Core naive B cell
41795,8ee1f4aa23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41796,8ee2776823de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41797,8ee3142a23de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41798,8ee458bc23de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41799,8ee46c6223de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41800,8ee47b8023de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41801,8ee47fe023de11ec82e796d30ec08b20,1,B cell ,Memory B cell,Core memory B cell
41802,8ee52bd423de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41803,8ee540e223de11ec82e796d30ec08b20,6,B cell ,Memory B cell,Core memory B cell
41804,8ee5e29023de11ec82e796d30ec08b20,4,B cell ,Memory B cell,Core memory B cell
41805,8ee6190e23de11ec82e796d30ec08b20,9,B cell ,Memory B cell,Core memory B cell
41806,8ee654f023de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41807,8ee6612023de11ec82e796d30ec08b20,10,B cell ,Memory B cell,Core memory B cell
41808,8ee67b2423de11ec82e796d30ec08b20,5,B cell ,Memory B cell,Core memory B cell
41809,8ee7288a23de11ec82e796d30ec08b20,7,B cell ,Memory B cell,Core memory B cell
41810,ffd9c16a23d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41811,ffda5a8a23d911ecb640f6cb779d5498,0,B cell ,Memory B cell,Core memory B cell
41812,ffdadc0823d911ecb640f6cb779d5498,1,B cell ,Effector B cell,CD27+ effector B cell
41813,ffdb313023d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41814,ffdb3fae23d911ecb640f6cb779d5498,7,B cell ,Effector B cell,CD27+ effector B cell
41815,ffdb982823d911ecb640f6cb779d5498,0,B cell ,Memory B cell,Core memory B cell
41816,ffdbad6823d911ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41817,ffdbbdc623d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41818,ffdc56dc23d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41819,ffdce24623d911ecb640f6cb779d5498,9,B cell ,Memory B cell,Early memory B cell
41820,ffdd66da23d911ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41821,ffde53ce23d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41822,ffdf3e2e23d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Early memory B cell
41823,ffe036b223d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41824,ffe0ad4023d911ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41825,ffe0cdca23d911ecb640f6cb779d5498,0,B cell ,Memory B cell,Core memory B cell
41826,ffe2b96e23d911ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41827,ffe4f12a23d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41828,ffe5045823d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41829,ffe5980a23d911ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41830,ffe5b16423d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41831,ffe62ea023d911ecb640f6cb779d5498,6,B cell ,Effector B cell,CD27+ effector B cell
41832,ffe77b9823d911ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41833,ffe8bcc423d911ecb640f6cb779d5498,9,B cell ,Memory B cell,Core memory B cell
41834,ffe9b5de23d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41835,ffe9e77023d911ecb640f6cb779d5498,6,B cell ,Effector B cell,CD27+ effector B cell
41836,ffeb36d423d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41837,ffeb75fe23d911ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41838,ffec005023d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41839,ffeccfb223d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41840,ffee07ec23d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41841,ffee8e7e23d911ecb640f6cb779d5498,8,B cell ,Memory B cell,Core memory B cell
41842,ffef4da023d911ecb640f6cb779d5498,12,B cell ,Memory B cell,CD95 memory B cell
41843,fff0c20223d911ecb640f6cb779d5498,9,B cell ,Memory B cell,Early memory B cell
41844,fff1238c23d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41845,fff1e5ce23d911ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41846,fff33afa23d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41847,fff3b21e23d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41848,fff4117823d911ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41849,fff4338823d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41850,fff443d223d911ecb640f6cb779d5498,14,B cell ,Memory B cell,Core memory B cell
41851,fff4825c23d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41852,fff4b57e23d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41853,fff5871023d911ecb640f6cb779d5498,4,B cell ,Memory B cell,Type 2 polarized memory B cell
41854,fff62b0223d911ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41855,fff7b4a423d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41856,fff8fdb423d911ecb640f6cb779d5498,1,B cell ,Naive B cell,Core naive B cell
41857,fff943a023d911ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41858,fff9bfc423d911ecb640f6cb779d5498,15,B cell ,Memory B cell,Activated memory B cell
41859,fffa269e23d911ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41860,fffb5a2823d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41861,fffb7a5823d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Early memory B cell
41862,fffcc44423d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41863,fffcc99423d911ecb640f6cb779d5498,8,B cell ,Memory B cell,Core memory B cell
41864,fffd092c23d911ecb640f6cb779d5498,6,B cell ,Effector B cell,CD27+ effector B cell
41865,fffd2b0023d911ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41866,fffd740c23d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41867,fffd995a23d911ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41868,fffdd18623d911ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41869,fffdfa6c23d911ecb640f6cb779d5498,14,B cell ,Memory B cell,Core memory B cell
41870,fffe4a6223d911ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41871,ffffa0ec23d911ecb640f6cb779d5498,9,B cell ,Memory B cell,Core memory B cell
41872,0000a05a23da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41873,0001bed623da11ecb640f6cb779d5498,10,B cell ,Memory B cell,Core memory B cell
41874,000268ae23da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41875,0003274e23da11ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41876,0003b4b623da11ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41877,00040ad823da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41878,0004388223da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Early memory B cell
41879,0004f8c623da11ecb640f6cb779d5498,0,B cell ,Memory B cell,Early memory B cell
41880,0004fefc23da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41881,00059e0223da11ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41882,0009b9e223da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41883,000aebc823da11ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41884,000b1c6023da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41885,000b285e23da11ecb640f6cb779d5498,6,B cell ,Effector B cell,CD27+ effector B cell
41886,000b55cc23da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41887,000ebac823da11ecb640f6cb779d5498,16,B cell ,Memory B cell,Core memory B cell
41888,000f0e3823da11ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41889,001030a623da11ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41890,00104f1423da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41891,0011111a23da11ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41892,0011518423da11ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41893,0011b9da23da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41894,0011e57c23da11ecb640f6cb779d5498,4,B cell ,Memory B cell,Core memory B cell
41895,0011f8dc23da11ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41896,0012990423da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41897,001302ae23da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41898,001352d623da11ecb640f6cb779d5498,14,B cell ,Memory B cell,Core memory B cell
41899,0013797823da11ecb640f6cb779d5498,10,B cell ,Memory B cell,Core memory B cell
41900,00156fb223da11ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41901,00172c2623da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41902,001883be23da11ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41903,001918b023da11ecb640f6cb779d5498,12,B cell ,Memory B cell,CD95 memory B cell
41904,00199b1e23da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41905,0019a0c823da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41906,001a75c023da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41907,001ac9d023da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41908,001b519823da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41909,001c07e623da11ecb640f6cb779d5498,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41910,001cfd4023da11ecb640f6cb779d5498,2,B cell ,Memory B cell,Core memory B cell
41911,001dd2ec23da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41912,001e2efe23da11ecb640f6cb779d5498,6,B cell ,Memory B cell,Core memory B cell
41913,001e9f6a23da11ecb640f6cb779d5498,7,B cell ,Memory B cell,Core memory B cell
41914,001ec67023da11ecb640f6cb779d5498,5,B cell ,Memory B cell,Core memory B cell
41915,001ecc7e23da11ecb640f6cb779d5498,1,B cell ,Memory B cell,Core memory B cell
41916,00202df823da11ecb640f6cb779d5498,1,B cell ,Effector B cell,CD27+ effector B cell
41917,a192616e23db11ec81faee1fd8b4df58,4,B cell ,Memory B cell,Core memory B cell
41918,a192cd2023db11ec81faee1fd8b4df58,6,B cell ,Naive B cell,Core naive B cell
41919,a192e74c23db11ec81faee1fd8b4df58,9,B cell ,Memory B cell,Core memory B cell
41920,a193814823db11ec81faee1fd8b4df58,7,B cell ,Memory B cell,Core memory B cell
41921,a193d2f623db11ec81faee1fd8b4df58,2,B cell ,Memory B cell,Core memory B cell
41922,a193d35a23db11ec81faee1fd8b4df58,7,B cell ,Memory B cell,Core memory B cell
41923,a194026c23db11ec81faee1fd8b4df58,9,B cell ,Memory B cell,Early memory B cell
41924,a194df5c23db11ec81faee1fd8b4df58,6,B cell ,Memory B cell,Core memory B cell
41925,a1955c5c23db11ec81faee1fd8b4df58,1,B cell ,Memory B cell,Core memory B cell
41926,a195dbdc23db11ec81faee1fd8b4df58,5,B cell ,Memory B cell,Core memory B cell
41927,a195ed7a23db11ec81faee1fd8b4df58,9,B cell ,Effector B cell,CD27+ effector B cell
41928,a1963b4a23db11ec81faee1fd8b4df58,1,B cell ,Memory B cell,Core memory B cell
41929,a196d5d223db11ec81faee1fd8b4df58,9,B cell ,Memory B cell,Core memory B cell
41930,a1971c7c23db11ec81faee1fd8b4df58,6,B cell ,Effector B cell,CD27+ effector B cell
41931,a1973ed223db11ec81faee1fd8b4df58,4,B cell ,Memory B cell,Core memory B cell
41932,a197f8fe23db11ec81faee1fd8b4df58,6,B cell ,Memory B cell,Core memory B cell
41933,a198033023db11ec81faee1fd8b4df58,8,B cell ,Memory B cell,Core memory B cell
41934,a19870ae23db11ec81faee1fd8b4df58,1,B cell ,Memory B cell,Core memory B cell
41935,a198d97223db11ec81faee1fd8b4df58,10,B cell ,Memory B cell,Type 2 polarized memory B cell
41936,a199251223db11ec81faee1fd8b4df58,0,B cell ,Memory B cell,Core memory B cell
41937,a199325023db11ec81faee1fd8b4df58,7,B cell ,Memory B cell,Core memory B cell
41938,a19ee01023db11ec81faee1fd8b4df58,4,B cell ,Memory B cell,Core memory B cell
41939,a19efab423db11ec81faee1fd8b4df58,4,B cell ,Memory B cell,Core memory B cell
41940,a19f8ef223db11ec81faee1fd8b4df58,0,B cell ,Memory B cell,Core memory B cell
41941,a19fdbc823db11ec81faee1fd8b4df58,7,B cell ,Memory B cell,Core memory B cell
41942,a19ffc3423db11ec81faee1fd8b4df58,6,B cell ,Memory B cell,Core memory B cell
41943,a1a04fc223db11ec81faee1fd8b4df58,0,B cell ,Memory B cell,Core memory B cell
41944,a1a05d6e23db11ec81faee1fd8b4df58,0,B cell ,Memory B cell,Core memory B cell
41945,a1a1463e23db11ec81faee1fd8b4df58,4,B cell ,Memory B cell,Core memory B cell
41946,a1a156d823db11ec81faee1fd8b4df58,2,B cell ,Memory B cell,Core memory B cell
